Coordonnees,Categorie,activities_name
"{""type"":""Point"",""coordinates"":[-4.0738088,5.3547191]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0716013,5.357949]}",Pneumatique,Vente De Pneu
"{""type"":""Point"",""coordinates"":[-4.0810407,5.3477951]}",Toilettes,Toilette Publique
"{""type"":""Point"",""coordinates"":[-4.0814082,5.3479527]}",Bijouteries,Bijouterie Darou Khoudouss
"{""type"":""Point"",""coordinates"":[-4.0802756,5.3431557]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0809381,5.3458783]}",Mobiliers,Marche Manioc
"{""type"":""Point"",""coordinates"":[-4.0809891,5.346841]}",Commodites,Superette Le Djeka
"{""type"":""Point"",""coordinates"":[-4.0740217,5.3400502]}",Mobiliers,Roche Bobois
"{""type"":""Point"",""coordinates"":[-4.0746966,5.3421809]}",Accessoires vetements,Woodin
"{""type"":""Point"",""coordinates"":[-4.0745933,5.3407455]}",Commodites,Superette Terre Rouge
"{""type"":""Point"",""coordinates"":[-4.0747087,5.3401046]}",Commodites,Superette Delice Market
"{""type"":""Point"",""coordinates"":[-4.0762798,5.3404351]}",Pneumatique,Vulganisateur
"{""type"":""Point"",""coordinates"":[-4.0741119,5.339716]}",Lavage de voitures,Ivoire Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0755844,5.3395197]}",Bijouteries,Rougeo
"{""type"":""Point"",""coordinates"":[-4.0784762,5.3396025]}",Accessoires vetements,Roi Des Draps & Vaiselles
"{""type"":""Point"",""coordinates"":[-4.0783504,5.3395384]}",Accessoires telephones,Chez Kossmobil.Com
"{""type"":""Point"",""coordinates"":[-4.0785362,5.3395374]}",Transfert d'argent,"Money Gram, Wari, Western Union"
"{""type"":""Point"",""coordinates"":[-4.0789057,5.3387559]}",Bijouteries,Bijouterie Zone 4
"{""type"":""Point"",""coordinates"":[-4.0745316,5.3394763]}",Transfert d'argent,Western Union
"{""type"":""Point"",""coordinates"":[-4.0751606,5.3391799]}",Transfert d'argent,Transfert Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0753558,5.338141]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0752786,5.338121]}",Transfert d'argent,Aps Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0769631,5.337207]}",Commodites,Superette Le Bon Continental
"{""type"":""Point"",""coordinates"":[-4.0792359,5.3383907]}",Cosmetiques,Moreno Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0787786,5.3373702]}",Cosmetiques,Elnest Sante Cosmetiques Naturelles
"{""type"":""Point"",""coordinates"":[-4.0785745,5.3373786]}",Commodites,Epicerie La Ferme
"{""type"":""Point"",""coordinates"":[-4.0782284,5.3354364]}",Accessoires telephones,Infinix
"{""type"":""Point"",""coordinates"":[-4.0778985,5.3354251]}",Accessoires telephones,Tecno
"{""type"":""Point"",""coordinates"":[-4.0745564,5.3361782]}",Cosmetiques,Paule Kristen Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0635058,5.3505544]}",Lavage de voitures,Presticar Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.066125,5.3504764]}",Cosmetiques,Beurre Bresilien Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0662081,5.350476]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0672013,5.3505581]}",Accessoires telephones,Tecno Boutique
"{""type"":""Point"",""coordinates"":[-4.0677283,5.3504201]}",Transfert d'argent,Point Express Ecobank
"{""type"":""Point"",""coordinates"":[-4.0704426,5.350531]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0713821,5.3479947]}",Mobiliers,Vente De Meubles
"{""type"":""Point"",""coordinates"":[-4.0689523,5.3465005]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-4.0896982,5.3690876]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-3.9982697,5.3733496]}",Pneumatique,Vulganisateur
"{""type"":""Point"",""coordinates"":[-4.0941379,5.3784694]}",Cosmetiques,Natural Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0944591,5.3778726]}",Pneumatique,Vulganisateur
"{""type"":""Point"",""coordinates"":[-4.0647744,5.3465466]}",Cosmetiques,Esther Bio
"{""type"":""Point"",""coordinates"":[-4.0655348,5.3454584]}",Transfert d'argent,Ili Transfert
"{""type"":""Point"",""coordinates"":[-4.0655267,5.3467552]}",Pneumatique,Vulganisateur
"{""type"":""Point"",""coordinates"":[-4.067055,5.3526514]}",Accessoires telephones,Acessoires De Portable
"{""type"":""Point"",""coordinates"":[-4.0673212,5.3518997]}",Transfert d'argent,@Bibservice
"{""type"":""Point"",""coordinates"":[-4.0956956,5.3810964]}",Transfert d'argent,Storm
"{""type"":""Point"",""coordinates"":[-4.0097841,5.3729864]}",Cosmetiques,Magasin Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0084403,5.3732204]}",Accessoires vetements,Magasin De Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0075857,5.3735322]}",Accessoires vetements,Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0074928,5.3737505]}",Accessoires telephones,Vente De Accessoires De Portable
"{""type"":""Point"",""coordinates"":[-4.0074409,5.373155]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0066389,5.3733235]}",Transfert d'argent,Agence De Transfert D'Argent Et D'Unite
"{""type"":""Point"",""coordinates"":[-4.0075676,5.3736356]}",Transfert d'argent,Canaan Distribution Transfert Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0800811,5.372953]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-4.0815986,5.3697732]}",Commodites,Fayat Genie 2000
"{""type"":""Point"",""coordinates"":[-4.081783,5.3697879]}",Commodites,L'Amitie
"{""type"":""Point"",""coordinates"":[-4.0817206,5.3696123]}",Commodites,Mini Market
"{""type"":""Point"",""coordinates"":[-4.0855569,5.3693226]}",Transfert d'argent,National Auto
"{""type"":""Point"",""coordinates"":[-4.0825193,5.3683298]}",Transfert d'argent,Orange Moneygram
"{""type"":""Point"",""coordinates"":[-4.0908489,5.369882]}",Accessoires telephones,Tecno
"{""type"":""Point"",""coordinates"":[-4.0897733,5.3690662]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0061645,5.3741343]}",Accessoires telephones,Magasin De Portables
"{""type"":""Point"",""coordinates"":[-4.0822155,5.3478475]}",Commodites,Super Marche
"{""type"":""Point"",""coordinates"":[-4.1002473,5.3837655]}",Commodites,Ivoire Center
"{""type"":""Point"",""coordinates"":[-4.0988854,5.3825992]}",Transfert d'argent,Cometi'S Auto
"{""type"":""Point"",""coordinates"":[-4.0983175,5.3809736]}",Transfert d'argent,Agence De Transfert D'Argent Et D'Unite
"{""type"":""Point"",""coordinates"":[-4.09933,5.3812052]}",Transfert d'argent,Agence De Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0978199,5.3805623]}",Accessoires telephones,Ventes De Portable Et Accessoires
"{""type"":""Point"",""coordinates"":[-4.0975852,5.3849591]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0967524,5.3845505]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-4.0961047,5.3781349]}",Mobiliers,Magasin Vente D'Article De Maison
"{""type"":""Point"",""coordinates"":[-4.0937322,5.3830124]}",Mobiliers,Boutique De Accessoires De Maison
"{""type"":""Point"",""coordinates"":[-4.0927143,5.3823662]}",Transfert d'argent,Transferts Et Retrait D'Argent
"{""type"":""Point"",""coordinates"":[-4.0949982,5.3818915]}",Accessoires vetements,Magasin De Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0947971,5.3823715]}",Transfert d'argent,Western Union
"{""type"":""Point"",""coordinates"":[-4.0652914,5.3580732]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0082482,5.3753437]}",Transfert d'argent,Western Union Agence
"{""type"":""Point"",""coordinates"":[-4.0728184,5.3680474]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.0741105,5.3659705]}",Transfert d'argent,Agence De Transfert D'Argent Et D'Unite
"{""type"":""Point"",""coordinates"":[-4.0744639,5.3648602]}",Accessoires telephones,Techno Mobile
"{""type"":""Point"",""coordinates"":[-4.0765941,5.3655288]}",Transfert d'argent,Agence Orange Money
"{""type"":""Point"",""coordinates"":[-4.077702,5.3679019]}",Cosmetiques,Magasin Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0791685,5.3684573]}",Transfert d'argent,Magasin De Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0794213,5.368906]}",Mobiliers,Magasin De Meuble
"{""type"":""Point"",""coordinates"":[-4.0815044,5.3667022]}",Pneumatique,Magasin De Vente De Pneus
"{""type"":""Point"",""coordinates"":[-4.0535004,5.3547805]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0528674,5.3550342]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0022542,5.3732468]}",Cosmetiques,Cosmetique Et Esthetique
"{""type"":""Point"",""coordinates"":[-4.0018579,5.3730465]}",Mobiliers,Vente De Meuble De Maison
"{""type"":""Point"",""coordinates"":[-4.0041102,5.3758551]}",Bijouteries,Bijouterie Moderne
"{""type"":""Point"",""coordinates"":[-4.0936933,5.3793891]}",Accessoires telephones,Magasin De Itel
"{""type"":""Point"",""coordinates"":[-4.0945765,5.3773231]}",Agences de telephonie,Agence Mtn
"{""type"":""Point"",""coordinates"":[-4.0048633,5.3749081]}",Cosmetiques,Boutique Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0026853,5.3749758]}",Accessoires vetements,Mo Lome Pagne Vente De Pagne Et Accessoires
"{""type"":""Point"",""coordinates"":[-4.0597393,5.3428125]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0046956,5.3762223]}",Transfert d'argent,Espaces Service Moov
"{""type"":""Point"",""coordinates"":[-4.004695,5.376259]}",Toilettes,Toilettes Publiquess
"{""type"":""Point"",""coordinates"":[-4.0047513,5.3732781]}",Lavage de voitures,Station De Lavage
"{""type"":""Point"",""coordinates"":[-4.0768803,5.3405113]}",Pneumatique,Vulcanisation
"{""type"":""Point"",""coordinates"":[-4.0772657,5.3401309]}",Transfert d'argent,Agence De Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0772125,5.3411882]}",Accessoires vetements,Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0772219,5.3415847]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0773882,5.3422347]}",Transfert d'argent,Agence De Transfert D'Argent Et D'Unite
"{""type"":""Point"",""coordinates"":[-4.0763086,5.3484587]}",Lavage de voitures,Elegance Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.078384,5.3507634]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.0030776,5.374584]}",Commodites,Superette L'Abobolaise
"{""type"":""Point"",""coordinates"":[-4.0034967,5.3743283]}",Pneumatique,Pneumatique
"{""type"":""Point"",""coordinates"":[-4.0027336,5.3743483]}",Accessoires telephones,Vente Accessoires Telephone
"{""type"":""Point"",""coordinates"":[-4.0027091,5.3745449]}",Accessoires vetements,Pagne
"{""type"":""Point"",""coordinates"":[-4.0043972,5.3746736]}",Transfert d'argent,Espace Moov Money
"{""type"":""Point"",""coordinates"":[-4.0843113,5.3457424]}",Transfert d'argent,Espace Orange Money
"{""type"":""Point"",""coordinates"":[-4.0845229,5.345897]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-4.0950304,5.3418418]}",Transfert d'argent,Espace Orange Money
"{""type"":""Point"",""coordinates"":[-4.0950998,5.3414939]}",Transfert d'argent,Espace Mtn Money
"{""type"":""Point"",""coordinates"":[-4.0982223,5.3405452]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-4.0986729,5.3389402]}",Commodites,Cdci Divers
"{""type"":""Point"",""coordinates"":[-4.0951149,5.3390417]}",Pneumatique,Chez Aliou Pneus
"{""type"":""Point"",""coordinates"":[-4.0966532,5.339503]}",Cosmetiques,Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0967336,5.3386117]}",Transfert d'argent,Espace Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0971346,5.3328312]}",Accessoires telephones,Electromobile
"{""type"":""Point"",""coordinates"":[-4.0968999,5.3357569]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0971668,5.3356167]}",Lavage de voitures,Lavage Chean Auto
"{""type"":""Point"",""coordinates"":[-4.097313,5.3352081]}",Lavage de voitures,Lavage Auto Point
"{""type"":""Point"",""coordinates"":[-4.0983269,5.3339128]}",Mobiliers,Status Vente De Meubles
"{""type"":""Point"",""coordinates"":[-4.0979118,5.3724219]}",Pneumatique,Manfous Michelin Pneu
"{""type"":""Point"",""coordinates"":[-4.0979275,5.3725598]}",Pneumatique,Service Pneumatique
"{""type"":""Point"",""coordinates"":[-4.0989424,5.3666461]}",Bijouteries,Bijouterie Bonheur
"{""type"":""Point"",""coordinates"":[-4.1078239,5.3418798]}",Transfert d'argent,Diakite Holding Mobile Money
"{""type"":""Point"",""coordinates"":[-4.1080023,5.342004]}",Lavage de voitures,Lavage Celebration
"{""type"":""Point"",""coordinates"":[-4.0983886,5.3678592]}",Mobiliers,Galerie Papier Peint
"{""type"":""Point"",""coordinates"":[-4.0981968,5.3683565]}",Lavage de voitures,Lavage Good Luck
"{""type"":""Point"",""coordinates"":[-4.0989454,5.3685558]}",Accessoires telephones,Centre De Repartition Iphone
"{""type"":""Point"",""coordinates"":[-4.098803,5.3686082]}",Mobiliers,Life Style Meubles
"{""type"":""Point"",""coordinates"":[-4.1073458,5.3416896]}",Commodites,Boutique Alimentaire
"{""type"":""Point"",""coordinates"":[-4.1056104,5.3474329]}",Mobiliers,Euro Design Deco
"{""type"":""Point"",""coordinates"":[-4.1069488,5.3450406]}",Commodites,Odam'S Produits Frais
"{""type"":""Point"",""coordinates"":[-4.1071212,5.3448675]}",Commodites,Superette Express
"{""type"":""Point"",""coordinates"":[-4.0834915,5.3424166]}",Commodites,Chez Diallo
"{""type"":""Point"",""coordinates"":[-4.0834933,5.3424194]}",Cosmetiques,Therapie Gold Skin
"{""type"":""Point"",""coordinates"":[-4.1003653,5.3426042]}",Lavage de voitures,Tropic Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.100338,5.3438121]}",Accessoires telephones,Tecno Mobile
"{""type"":""Point"",""coordinates"":[-4.1002668,5.3438198]}",Commodites,Familly Market
"{""type"":""Point"",""coordinates"":[-4.0999711,5.343818]}",Commodites,Super Marche
"{""type"":""Point"",""coordinates"":[-4.0984583,5.3438941]}",Bijouteries,Ivoire Bijouterie Moderne
"{""type"":""Point"",""coordinates"":[-4.0983436,5.3438918]}",Commodites,Mini Superette
"{""type"":""Point"",""coordinates"":[-4.0982997,5.3439138]}",Transfert d'argent,Transfert D'Argent Orange Moov
"{""type"":""Point"",""coordinates"":[-4.0979661,5.343808]}",Mobiliers,Pure Passion
"{""type"":""Point"",""coordinates"":[-4.0977904,5.3438093]}",Transfert d'argent,Mtn Momo
"{""type"":""Point"",""coordinates"":[-4.0976536,5.3439211]}",Transfert d'argent,Orange Money-Mtn Money-Moov Money
"{""type"":""Point"",""coordinates"":[-4.0965118,5.3439173]}",Lavage de voitures,Bugatti Service Express Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0831368,5.3423465]}",Transfert d'argent,Transfert D'Argent Et D'Unite
"{""type"":""Point"",""coordinates"":[-4.095418,5.3583483]}",Lavage de voitures,Bendo'S Lavage
"{""type"":""Point"",""coordinates"":[-4.1008837,5.3512407]}",Lavage de voitures,Chigata Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0806541,5.3373091]}",Pneumatique,Auto Pneumatique
"{""type"":""Point"",""coordinates"":[-4.079601,5.3373679]}",Accessoires telephones,Acessoires De Portables
"{""type"":""Point"",""coordinates"":[-4.0820787,5.3373359]}",Cosmetiques,Alla Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0819057,5.3373492]}",Cosmetiques,Magasin Cosmetiques Jim
"{""type"":""Point"",""coordinates"":[-4.0964761,5.3396613]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-4.0989739,5.3404998]}",Accessoires telephones,Accessoires De Telephone
"{""type"":""Point"",""coordinates"":[-4.0987178,5.34108]}",Mobiliers,Vente De Meuble
"{""type"":""Point"",""coordinates"":[-4.1005129,5.3388314]}",Lavage de voitures,Lavage Auto Lady Acacia
"{""type"":""Point"",""coordinates"":[-4.1003345,5.3351079]}",Accessoires telephones,Accessoires Telephones
"{""type"":""Point"",""coordinates"":[-4.1070722,5.3702412]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.1018184,5.3428078]}",Accessoires telephones,Vente D'Accessoires Telephone
"{""type"":""Point"",""coordinates"":[-4.1043773,5.343619]}",Transfert d'argent,Point Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0821246,5.3396432]}",Mobiliers,Vente De Meubles Ets Israel
"{""type"":""Point"",""coordinates"":[-4.0716396,5.3520963]}",Accessoires vetements,Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0524316,5.3320261]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0507016,5.3301413]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.0561619,5.3287846]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-4.0548677,5.3269686]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0996479,5.3659418]}",Accessoires telephones,Vente De Telephone Et Accessoires
"{""type"":""Point"",""coordinates"":[-4.100529,5.3664699]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.1014288,5.3668611]}",Transfert d'argent,Western Union
"{""type"":""Point"",""coordinates"":[-4.1026694,5.3664739]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0566038,5.3304197]}",Accessoires telephones,Accessoires Telephones
"{""type"":""Point"",""coordinates"":[-4.0956842,5.3569136]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0953375,5.3573415]}",Accessoires telephones,Accessoires Telephones
"{""type"":""Point"",""coordinates"":[-4.1012354,5.3552175]}",Cosmetiques,Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0751358,5.3374794]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0845215,5.3460986]}",Transfert d'argent,Transfert D'Argent Net Xpress
"{""type"":""Point"",""coordinates"":[-4.082681,5.33724]}",Mobiliers,Big Bazar: Demi Gros
"{""type"":""Point"",""coordinates"":[-4.0687823,5.3572788]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.0968604,5.3418822]}",Accessoires telephones,Portable
"{""type"":""Point"",""coordinates"":[-4.0953536,5.340389]}",Pneumatique,Vulcanisateur
"{""type"":""Point"",""coordinates"":[-4.0945832,5.3468584]}",Bijouteries,Bistro
"{""type"":""Point"",""coordinates"":[-4.0936417,5.3469782]}",Accessoires telephones,Vente De Portable Et Accessoires
"{""type"":""Point"",""coordinates"":[-4.0942714,5.3461109]}",Cosmetiques,Boutique Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0678798,5.3404778]}",Toilettes,Toilettes Publiques
"{""type"":""Point"",""coordinates"":[-4.0602851,5.3534736]}",Toilettes,Toilettes Publiques
"{""type"":""Point"",""coordinates"":[-4.0596913,5.3520581]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0593255,5.352135]}",Accessoires vetements,Vente De Pagnes Traditionels
"{""type"":""Point"",""coordinates"":[-4.0642454,5.353966]}",Cosmetiques,Mamassita Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0643178,5.3540515]}",Cosmetiques,Magasin Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0653558,5.3551864]}",Accessoires telephones,Magasin Itel
"{""type"":""Point"",""coordinates"":[-4.1127498,5.3389162]}",Pneumatique,Vulganisateur
"{""type"":""Point"",""coordinates"":[-4.1153465,5.3376967]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.1138662,5.3378059]}",Cosmetiques,Magasin Cosmetique
"{""type"":""Point"",""coordinates"":[-4.1135564,5.337868]}",Toilettes,Wc Publique
"{""type"":""Point"",""coordinates"":[-4.0736023,5.3549207]}",Accessoires telephones,Reparation De Portable
"{""type"":""Point"",""coordinates"":[-4.0715168,5.3542537]}",Bijouteries,Bijouterie Don Vai
"{""type"":""Point"",""coordinates"":[-4.0711547,5.3406227]}",Accessoires telephones,Acessoires De Telephones
"{""type"":""Point"",""coordinates"":[-4.0967846,5.3642213]}",Accessoires vetements,Vente De Pagnes
"{""type"":""Point"",""coordinates"":[-4.0895128,5.3500804]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0894675,5.3500924]}",Commodites,Superette Chez Ali
"{""type"":""Point"",""coordinates"":[-4.0891906,5.3506632]}",Transfert d'argent,Moov Money
"{""type"":""Point"",""coordinates"":[-4.0930342,5.3536749]}",Commodites,La Boutique Du Patissier
"{""type"":""Point"",""coordinates"":[-4.1004404,5.3606469]}",Cosmetiques,Cosmetics
"{""type"":""Point"",""coordinates"":[-4.1007449,5.3598892]}",Bijouteries,Grande Bijouterie Africaine
"{""type"":""Point"",""coordinates"":[-4.1007409,5.3599092]}",Bijouteries,Bijouterie Moderne
"{""type"":""Point"",""coordinates"":[-4.0955126,5.347054]}",Cosmetiques,Amore
"{""type"":""Point"",""coordinates"":[-4.0968805,5.3464051]}",Commodites,Hlm
"{""type"":""Point"",""coordinates"":[-4.0968604,5.3450544]}",Commodites,Superette Lys D'Or
"{""type"":""Point"",""coordinates"":[-4.0959679,5.346372]}",Lavage de voitures,Lavage Moubac
"{""type"":""Point"",""coordinates"":[-4.0968584,5.3439942]}",Accessoires vetements,Vente Foulard & Tissu
"{""type"":""Point"",""coordinates"":[-4.0967672,5.3424834]}",Cosmetiques,Cosmetics
"{""type"":""Point"",""coordinates"":[-4.0950361,5.347013]}",Cosmetiques,Picos Ci
"{""type"":""Point"",""coordinates"":[-4.0951213,5.347035]}",Cosmetiques,Bebe D'Or
"{""type"":""Point"",""coordinates"":[-4.0952242,5.3465199]}",Cosmetiques,Michel Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0953885,5.345915]}",Accessoires vetements,Pitchou Boutique
"{""type"":""Point"",""coordinates"":[-4.0953389,5.3451853]}",Transfert d'argent,Transfert International
"{""type"":""Point"",""coordinates"":[-4.0716825,5.3386164]}",Bijouteries,Souleymane Le Bijoutier Moderne
"{""type"":""Point"",""coordinates"":[-4.1082336,5.3512074]}",Cosmetiques,Hbaby Vente Consmetique
"{""type"":""Point"",""coordinates"":[-4.0698566,5.3383086]}",Cosmetiques,Cosmetique Cote D'Ivoire
"{""type"":""Point"",""coordinates"":[-4.105371,5.367761]}",Accessoires telephones,Accessoires Telephone
"{""type"":""Point"",""coordinates"":[-4.1054823,5.3678592]}",Bijouteries,Bijouterie Kante
"{""type"":""Point"",""coordinates"":[-4.1054441,5.368213]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0968966,5.3639556]}",Transfert d'argent,Agence Western Union
"{""type"":""Point"",""coordinates"":[-4.0969593,5.3641432]}",Transfert d'argent,Point Xpress
"{""type"":""Point"",""coordinates"":[-4.0954703,5.3560663]}",Accessoires telephones,Savane Communication
"{""type"":""Point"",""coordinates"":[-4.1144389,5.3448048]}",Accessoires vetements,Vente De Tissu
"{""type"":""Point"",""coordinates"":[-4.1054589,5.3681522]}",Commodites,Op- Market
"{""type"":""Point"",""coordinates"":[-4.0988938,5.3438424]}",Commodites,Vente De Riz
"{""type"":""Point"",""coordinates"":[-4.0961409,5.36467]}",Commodites,Commerce Alimentaire
"{""type"":""Point"",""coordinates"":[-4.0992311,5.3624839]}",Lavage de voitures,Lavage Auto Nawes
"{""type"":""Point"",""coordinates"":[-4.0989599,5.3625269]}",Transfert d'argent,Edissou Com' Canaan Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0999436,5.3523099]}",Commodites,Boutique Chez Ali
"{""type"":""Point"",""coordinates"":[-4.0998504,5.3411127]}",Transfert d'argent,Mtn Mobile
"{""type"":""Point"",""coordinates"":[-4.100132,5.341066]}",Lavage de voitures,Emmanuel Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.100303,5.3411027]}",Transfert d'argent,Kiosque Mtn
"{""type"":""Point"",""coordinates"":[-4.0851861,5.3570972]}",Agences de telephonie,Agence Moov
"{""type"":""Point"",""coordinates"":[-4.0881539,5.3571773]}",Commodites,Carin' Shop
"{""type"":""Point"",""coordinates"":[-4.0885274,5.3569449]}",Transfert d'argent,Mtn Money
"{""type"":""Point"",""coordinates"":[-4.0897264,5.3562259]}",Cosmetiques,Tanalek Cosmetique Bio
"{""type"":""Point"",""coordinates"":[-4.0930362,5.3574243]}",Transfert d'argent,Wester Union
"{""type"":""Point"",""coordinates"":[-4.0933661,5.3577074]}",Commodites,"Boutique La Riziere, La Source Du Bon Riz"
"{""type"":""Point"",""coordinates"":[-4.0944652,5.350592]}",Transfert d'argent,Agence Orange Money
"{""type"":""Point"",""coordinates"":[-4.094616,5.3506025]}",Commodites,Hello Market
"{""type"":""Point"",""coordinates"":[-4.0937047,5.3474653]}",Commodites,Complexe Adala
"{""type"":""Point"",""coordinates"":[-4.0951377,5.3484741]}",Lavage de voitures,Mc Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0951263,5.3542477]}",Mobiliers,Vente De Meubles
"{""type"":""Point"",""coordinates"":[-4.0952001,5.3561111]}",Lavage de voitures,Car Wash
"{""type"":""Point"",""coordinates"":[-4.0952195,5.3565263]}",Mobiliers,Societe De Fabrication Du Meubles De Huali
"{""type"":""Point"",""coordinates"":[-4.0951411,5.3579637]}",Transfert d'argent,Maya Services Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0951464,5.3581306]}",Commodites,Karmank Market
"{""type"":""Point"",""coordinates"":[-4.0992918,5.3510044]}",Commodites,Superette Chez Bah
"{""type"":""Point"",""coordinates"":[-4.0958887,5.352584]}",Transfert d'argent,Transfert D'Argent Ria Money Gram
"{""type"":""Point"",""coordinates"":[-4.0952396,5.3534292]}",Accessoires vetements,L'Univers Des Boubous Chez Ozoua De Gagnoa
"{""type"":""Point"",""coordinates"":[-4.0951404,5.3542424]}",Accessoires vetements,Elvira Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0875813,5.3480748]}",Commodites,"Le Conservatoire, Vente De Volaille"
"{""type"":""Point"",""coordinates"":[-4.0876041,5.3498701]}",Accessoires telephones,"Amanbo.Ci, Vente De Telephone Et D'Appareils Electromenagers"
"{""type"":""Point"",""coordinates"":[-4.0879735,5.3518583]}",Commodites,"Le Conservateur, Vente De Poulet, Et Viande"
"{""type"":""Point"",""coordinates"":[-4.0891618,5.3521167]}",Accessoires telephones,Reparateur De Telephone
"{""type"":""Point"",""coordinates"":[-4.0891383,5.3524164]}",Transfert d'argent,G.Oo Vision.Com Agence De Transfert D'Argent Et Divers
"{""type"":""Point"",""coordinates"":[-4.0875377,5.3529405]}",Accessoires telephones,Vente De Tephonne Et Accessoires
"{""type"":""Point"",""coordinates"":[-4.0875484,5.3533484]}",Transfert d'argent,Cristal Money Transfert D'Argent
